"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
3,1,1092,1,29.8811345124283,0,0,388,7.7792,1,3,NA,NA,1,0
3,0,1093,2,29.8811345124283,0,0,653,8.05,1,4,NA,NA,1,0
3,0,1099,2,29.8811345124283,0,0,893,8.05,1,4,NA,NA,1,0
3,0,1103,2,22,0,0,264,7.2292,1,2,NA,NA,1,0
3,0,1104,2,29.8811345124283,0,0,668,8.05,1,4,NA,NA,1,0
3,0,1105,2,40,0,0,535,7.8958,1,4,NA,NA,1,0
3,0,1106,2,21,0,0,903,7.925,1,4,NA,NA,1,0
3,1,1107,1,18,0,0,329,7.4958,1,4,12,NA,1,0
3,0,1109,2,4,3,2,465,27.9,1,4,NA,NA,1,0
3,0,1110,2,10,3,2,465,27.9,1,4,NA,NA,1,0
3,0,1111,1,9,3,2,465,27.9,1,4,NA,NA,1,0
3,0,1112,1,2,3,2,465,27.9,1,4,NA,NA,1,0
3,0,1113,2,40,1,4,465,27.9,1,4,NA,NA,1,0
3,0,1114,1,45,1,4,465,27.9,1,4,NA,NA,1,0
3,0,1115,2,29.8811345124283,0,0,498,7.8958,1,4,NA,NA,1,0
3,0,1118,2,29.8811345124283,0,0,895,8.05,1,4,NA,NA,1,0
3,0,1121,2,29.8811345124283,0,0,346,8.6625,1,4,NA,NA,1,0
3,0,1126,2,29.8811345124283,0,0,665,7.75,1,3,NA,NA,1,0
3,1,1128,1,29.8811345124283,0,0,397,7.7333,1,3,6,NA,1,0
3,0,1132,2,19,0,0,483,7.65,181,4,NA,NA,1,1
3,0,1133,2,30,0,0,711,8.05,1,4,NA,NA,1,0
3,0,1134,2,29.8811345124283,0,0,712,8.05,1,4,NA,NA,1,0
3,0,1140,2,32,0,0,918,8.05,1,4,NA,NA,1,0
3,0,1142,2,29.8811345124283,0,0,492,7.8958,1,4,NA,NA,1,0
3,0,1143,2,33,0,0,523,8.6625,1,2,NA,NA,1,0
3,1,1144,1,23,0,0,778,7.55,1,4,26,NA,1,0
3,0,1145,2,21,0,0,714,8.05,1,4,NA,NA,1,0
3,0,1154,2,60.5,0,0,632,NA,1,4,NA,261,1,0
3,0,1155,2,19,0,0,489,7.8958,1,4,NA,NA,1,0
3,0,1156,1,22,0,0,699,9.8375,1,4,NA,NA,1,0
3,1,1157,2,31,0,0,906,7.925,1,4,23,NA,1,0
3,0,1160,2,27,0,0,348,8.6625,1,4,NA,NA,1,0
3,0,1161,1,2,0,1,437,10.4625,186,4,NA,NA,1,1
3,0,1162,1,29,1,1,437,10.4625,186,4,NA,NA,1,1
3,1,1163,2,16,0,0,896,8.05,1,4,25,NA,1,0
3,1,1164,2,44,0,0,899,7.925,1,4,10,NA,1,0
3,0,1165,2,25,0,0,892,7.05,1,4,NA,NA,1,0
3,0,1167,2,74,0,0,438,7.775,1,4,NA,NA,1,0
3,1,1168,2,14,0,0,693,9.225,1,4,6,NA,1,0
3,0,1169,2,24,0,0,551,7.7958,1,4,NA,NA,1,0
3,1,1178,2,25,0,0,549,7.7958,1,4,7,NA,1,0
3,0,1182,2,34,0,0,585,8.05,1,4,NA,176,1,0
3,1,1183,2,0.4167,0,1,234,8.5167,1,2,12,NA,1,0
3,0,1184,2,29.8811345124283,1,0,230,6.4375,1,2,NA,NA,1,0
3,0,1185,2,29.8811345124283,0,0,277,6.4375,1,2,NA,NA,1,0
3,0,1186,2,29.8811345124283,0,0,280,7.225,1,2,NA,NA,1,0
3,1,1187,1,16,1,1,234,8.5167,1,2,9,NA,1,0
3,0,1188,2,29.8811345124283,0,0,368,8.05,1,4,NA,NA,1,0
3,0,1190,2,29.8811345124283,1,0,655,16.1,1,4,NA,NA,1,0
3,1,1191,1,29.8811345124283,1,0,655,16.1,1,4,3,NA,1,0
3,0,1192,2,32,0,0,910,7.925,1,4,NA,NA,1,0
3,0,1193,2,29.8811345124283,0,0,662,7.75,184,3,NA,NA,1,1
3,0,1194,2,29.8811345124283,0,0,500,7.8958,1,4,NA,NA,1,0
3,0,1195,2,30.5,0,0,589,8.05,1,4,NA,50,1,0
3,0,1197,2,44,0,0,592,8.05,1,4,NA,NA,1,0
3,0,1198,2,29.8811345124283,0,0,269,7.2292,1,2,NA,NA,1,0
3,1,1199,2,25,0,0,788,0,1,4,10,NA,1,0
3,0,1200,2,29.8811345124283,0,0,241,7.2292,1,2,NA,NA,1,0
3,1,1201,2,7,1,1,245,15.2458,1,2,26,NA,1,0
3,1,1202,1,9,1,1,245,15.2458,1,2,26,NA,1,0
3,1,1203,1,29,0,2,245,15.2458,1,2,26,NA,1,0
3,0,1208,2,36,0,0,531,7.8958,1,4,NA,NA,1,0
3,1,1209,1,18,0,0,677,9.8417,1,4,10,NA,1,0
3,1,1210,1,63,0,0,673,9.5875,1,4,10,NA,1,0
3,0,1214,2,29.8811345124283,1,1,737,14.5,1,4,NA,NA,1,0
3,0,1215,2,11.5,1,1,737,14.5,1,4,NA,1,1,0
3,0,1216,2,40.5,0,2,737,14.5,1,4,NA,255,1,0
3,0,1218,1,10,0,2,426,24.15,1,4,NA,NA,1,0
3,0,1219,2,36,1,1,426,24.15,1,4,NA,NA,1,0
3,0,1220,1,30,1,1,426,24.15,1,4,NA,NA,1,0
3,0,1221,2,29.8811345124283,0,0,429,9.5,1,4,NA,NA,1,0
3,0,1222,2,33,0,0,432,9.5,1,4,NA,NA,1,0
3,0,1223,2,28,0,0,424,9.5,1,4,NA,NA,1,0
3,0,1224,2,28,0,0,434,9.5,1,4,NA,NA,1,0
3,0,1225,2,47,0,0,420,9,1,4,NA,NA,1,0
3,0,1226,1,18,2,0,419,18,1,4,NA,NA,1,0
3,0,1227,2,31,3,0,418,18,1,4,NA,NA,1,0
3,0,1228,2,16,2,0,419,18,1,4,NA,NA,1,0
3,0,1229,1,31,1,0,418,18,1,4,NA,NA,1,0
3,1,1230,2,22,0,0,253,7.225,1,2,7,NA,1,0
3,0,1232,2,20,0,0,572,7.8542,1,4,NA,NA,1,0
3,0,1233,1,14,0,0,567,7.8542,1,4,NA,NA,1,0
3,0,1234,2,22,0,0,536,7.8958,1,4,NA,NA,1,0
3,0,1235,2,22,0,0,421,9,1,4,NA,NA,7,0
3,0,1239,2,29.8811345124283,0,0,580,8.05,1,4,NA,NA,1,0
3,0,1243,2,29.8811345124283,0,0,772,7.55,1,4,NA,NA,1,0
3,0,1250,2,29.8811345124283,0,0,890,8.05,1,4,NA,NA,1,0
3,0,1257,2,32.5,0,0,428,9.5,1,4,NA,298,1,0
3,1,1262,1,38,0,0,284,7.2292,1,2,26,NA,1,0
3,0,1271,2,51,0,0,442,7.75,1,4,NA,NA,1,0
3,0,1275,2,18,1,0,331,6.4958,1,4,NA,314,1,0
3,0,1276,2,21,1,0,330,6.4958,1,4,NA,NA,1,0
3,1,1278,1,47,1,0,583,7,1,4,NA,NA,1,0
3,0,1280,2,29.8811345124283,0,0,401,8.7125,1,4,NA,NA,1,0
3,0,1281,2,29.8811345124283,0,0,846,7.55,1,4,NA,NA,1,0
3,0,1285,2,29.8811345124283,0,0,726,8.05,1,4,NA,NA,1,0
3,0,1286,2,28.5,0,0,679,16.1,1,4,NA,14,1,0
3,0,1289,2,21,0,0,891,7.25,1,4,NA,NA,1,0
3,0,1290,2,27,0,0,367,8.6625,1,4,NA,131,1,0
3,0,1291,2,29.8811345124283,0,0,718,7.25,1,4,NA,NA,1,0
3,0,1292,2,36,0,0,425,9.5,1,4,NA,NA,1,0
3,0,1296,2,27,1,0,254,14.4542,1,2,26,NA,1,0
3,1,1297,1,15,1,0,254,14.4542,1,2,NA,NA,1,0
3,0,1299,2,45.5,0,0,237,7.225,1,2,NA,312,1,0
3,0,1300,2,29.8811345124283,0,0,242,7.225,1,2,NA,NA,1,0
3,0,1301,2,29.8811345124283,0,0,236,14.4583,1,2,NA,NA,1,0
3,0,1303,1,14.5,1,0,260,14.4542,1,2,NA,328,1,0
3,0,1304,1,29.8811345124283,1,0,260,14.4542,1,2,NA,NA,1,0
3,0,1305,2,26.5,0,0,251,7.225,1,2,NA,304,1,0
3,0,1306,2,27,0,0,265,7.225,1,2,NA,NA,1,0
3,0,1307,2,29,0,0,347,7.875,1,4,NA,NA,1,0
